Name,Platform,Year,Genre,Publisher
SteamWorld Dig,"Nintendo 3DS, Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita, Xbox One, Wii U",2013,"Platformer, action-adventure, metroidvania[1]",Image & Form
Stonehearth,"Microsoft Windows, macOS, Linux",2015,City-building game,N/A
Stranded Deep,Linux,Wind,Survival,BEAM Team Games
Street Racing Syndicate,PlayStation 2,2004,Racing,Namco
Strike Suit Infinity,"Microsoft Windows, Linux,[1] Mac OS X,[1] PlayStation 4, Xbox One, Android",2013,Space combat simulator,Born Ready Games
Strike Suit Zero,"Microsoft Windows, Linux,[1] Mac OS X,[1] PlayStation 4, Xbox One, Android",2013,Space combat simulator,Born Ready Games
Strike Vector,Microsoft Windows,2014,First-person shooter Third-person shooter,Ragequit Corporation
Stronghold 2,Microsoft Windows,2005,Historic Real-Time Strategy,2K Games
Stronghold Crusader 2,Microsoft Windows,2014,Real-time strategy,Firefly Studios
Stronghold HD,"Mac OS X, Microsoft Windows",2001,Real-time strategy,Take 2 Interactive and God Games
Subnautica,Microsoft Windows,MacO,"Adventure, survival",N/A
Sunless Sea,"Microsoft Windows, OS X, Linux (Beta)",N/A,Roguelike,Failbetter Games
Super 3-D Noah's Ark,"Super Nintendo Entertainment System, MS-DOS, Microsoft Windows, Mac OS X, Linux",OS X,First-person shooter,Wisdom Tree
Super Amazing Wagon Adventure,"Microsoft Windows, Xbox 360",2012,Action-adventure,sparsevector
Super Crate Box,Commodore 64,PS V,Shoot 'em up,Vlambeer
Super Hexagon,"Windows, OS X, Linux, iOS, Android, BlackBerry 10",2012,"Action, twitch",N/A
Super House of Dead Ninjas,"Windows, browser",2013,Platform game,Adult Swim Games
Super Monday Night Combat,Microsoft Windows (Steam),2012,"Third-person shooter, multiplayer online battle arena",Uber Entertainment
Super Motherload,"Internet game, PS4 (PS3), PC",2013,Puzzle game,XGen Studios
Super Time Force Ultra,"Xbox 360, Xbox One, Microsoft Windows",Xbox,"Action, Adventure, Shooter",Capybara Games
Supreme Commander Forged Alliance,Microsoft Windows,2007,Real-time strategy,THQ
Supreme Ruler Cold War,"Microsoft Windows, Mac OS X",2011,Strategy,Paradox Interactive
Surgeon Simulator,"Microsoft Windows, OS X, Linux, iOS, PlayStation 4, Android",OS X,Simulation,Bossa Studios
Survarium,Microsoft Windows,N/A,First-person shooter,Vostok Games
Sword Coast Legends,"Microsoft Windows, OS X, Linux, PlayStation 4, Xbox One",OS X,Action role-playing game,Digital Extremes
Sword of the Stars The Pit,Microsoft Windows,2013,Roguelike,Self-published[1]
Syberia 2,"Microsoft Windows, Xbox, PlayStation 2, Windows Mobile, Android, PlayStation 3, Xbox 360, OS X, iOS, Nintendo Switch",N/A,Graphic adventure,Microïds
System Shock 2,"Microsoft Windows, OS X, Linux",1999,"First-person shooter
action role-playing
survival horror",Electronic Arts
TIS-100,"Microsoft Windows, OS X, Linux",2015,Puzzle,Zachtronics Industries
Tabletop Simulator,"Microsoft Windows, Linux, OS X",2015,Tabletop game simulation,Berserk Games
Tactical Intervention,Microsoft Windows Mac OS X,2013,First-person shooter,OGPlanet
Take On Mars,Microsoft Windows,N/A,Simulation,Bohemia Interactive
Tales from the Borderlands,Android,2014,Graphic adventure,Telltale Games
Tales of Maj'Eyal,"Microsoft Windows, OS X, Linux",N/A,Roguelike,Netcore Games
Tank Universal,"Windows Vista, Windows XP, Windows 2000",2008,Action,Meridian4
Teeworlds,Cross-platform,2007,2D Shooter,N/A
Tesla Effect,"Microsoft Windows, OS X",2014,Adventure,Atlus
The Age of Decadence,Microsoft Windows,2015,Role-playing,Iron Tower Studio
The Baconing,"Mac OS X, Microsoft Windows, PlayStation 3, Xbox 360",2011,Action role-playing,Electronic Arts
The Banner Saga,Android,OS X,Tactical role-playing,Versus Evil
The Basement Collection,"Microsoft Windows, Mac OS X, Linux",2012,N/A,Valve Corporation
The Beginner's Guide,"Microsoft Windows, OS X, Linux",2015,Interactive storytelling,Everything Unlimited Ltd.
The Binding of Isaac Rebirth,"Microsoft Windows, OS X, Linux, PlayStation 4, PlayStation Vita, Wii U, New Nintendo 3DS, Xbox One, iOS, Nintendo Switch",2014,"Roguelike, dungeon crawler",Nicalis
The Black Watchmen,Microsoft Windows,2012,MMORPG,Electronic Arts
The Cat Lady,"Microsoft Windows, Linux",2012,"Psychological horror, graphic adventure",Screen 7
The Cat and the Coup,Microsoft Windows,N/A,Puzzle game,N/A
The Chaos Engine,"Amiga, Atari ST, Amiga CD32, MS-DOS, RISC OS, Sega Mega Drive, Super NES, Mobile phone, Windows, OS X, Linux",N/A,Run and gun,Renegade Software
The Dead Linger,"Microsoft Windows Linux, Mac OS X",N/A,Survival game,N/A
The Dig,MS-DOS,1995,Point-and-click adventure game,LucasArts
The Elder Scrolls III Morrowind,"Microsoft Windows, Xbox",2002,Action role-playing,Bethesda Softworks
The Elder Scrolls IV Oblivion ,"Microsoft Windows, PlayStation 3, Xbox 360",2006,Action role-playing,Bethesda Softworks
The Escapists,Microsoft Windows,Xbox,"Strategy, role-playing",Team17
The Expendabros,"Microsoft Windows, OS X, Linux, PlayStation 4",OS X,Run-and-gun platform,Devolver Digital
The Flame in the Flood,"Microsoft Windows, macOS, Xbox One, PlayStation 4, Nintendo Switch",2016,"Roguelike, survival, adventure",The Molasses Flood
The Guild II,Microsoft Windows,2006,Life simulation,JoWooD Productions[1]
The Impossible Game,"Xbox 360, PlayStation 3, PSP, Android, iOS, Nokia, PC",,"Arcade, platformer",FlukeDude
The Incredible Adventures of Van Helsing,"Microsoft Windows, OS X, Xbox One, PlayStation 4",1 Ma,Action role-playing,NeocoreGames
The Kings' Crusade,Microsoft Windows,2010,"Real-time strategy, role-playing",Paradox Interactive
The Last Federation,"Microsoft Windows, Linux",2014,N/A,Arcen Games
The Long Dark,"Linux, Microsoft Windows, OS X, Xbox One, PlayStation 4",2017,Survival,Hinterland Studio
The Lord of the Rings Online,"Microsoft Windows, OS X",2007,Massively multiplayer online role-playing game,"Turbine, Inc. (former)"
The Maw,Microsoft Windows,2009,Action-adventure,Capcom (PlayStation)
The Misadventures of P.B. Winterbottom,"Xbox 360 (XBLA), Windows",2010,Puzzle,2K Play
The Novelist,"Microsoft Windows, OS X, Linux",2013,N/A,Orthogonal Games
The Political Machine,Microsoft Windows,2004,Government simulation,Ubisoft
The Political Machine 2016,Microsoft Windows,2016,Government simulation,N/A
The Secret of Monkey Island Special Edition,Original version,2009,Graphic adventure,Lucasfilm Games
The Settlers Online,N/A,N/A,strategy video game,Ubisoft
The Showdown Effect,"Microsoft Windows, Mac OS X",N/A,Action,Paradox Interactive
The Silent Age,"iOS, Android, Kindle Fire, PC, Mac",2012,Puzzle,N/A
The Slaughtering Grounds,Microsoft Windows,2014,"First-person shooter, survival horror",Digital Homicide Studios
The Stalin Subway,Microsoft Windows,2005,First-person shooter,Buka Entertainment
The Stanley Parable,Microsoft Windows,2013,Interactive fiction,Galactic Cafe
The Swapper,Microsoft Windows,Linu,"Puzzle-platformer, Metroidvania[2]",Facepalm Games
The UnderGarden,"Microsoft Windows, PlayStation 3, Xbox 360",N/A,Puzzle,Atari
The Vanishing of Ethan Carter,Microsoft Windows,2014,Adventure,The Astronauts
The Vanishing of Ethan Carter Redux,Microsoft Windows,2014,Adventure,The Astronauts
The Walking Dead Season Two,"Microsoft Windows, OS X, PlayStation 3, Xbox 360, iOS, PlayStation Vita, PlayStation 4, Xbox One, Ouya, Android",Mac,"Graphic adventure
Interactive movie",Telltale Games
The Witcher 3 Wild Hunt,Microsoft Windows,N/A,Action role-playing,CD Projekt
The Witcher Adventure Game,"OS X, Windows, Android, iOS",N/A,Board game,CD Projekt Red
The Witcher Enhanced Edition,"Microsoft Windows, OS X",N/A,Action role-playing,Atari
The Wonderful End of the World,Microsoft Windows,2008,Action,N/A
The Yawhg,Windows,N/A,"Role-playing, adventure",N/A
They Bleed Pixels,"Microsoft Windows, Mac OS X, Linux",2012,Platformer,Spooky Squid Games
Thief 2,Microsoft Windows,2000,Stealth,Eidos Interactive
Thief Gold,Microsoft Windows,1998,Stealth,Eidos Interactive
Thinking with Time Machine,"Windows, OS X, Linux",2014,Puzzle platformer,SignHead Studio
Thirty Flights of Loving,"Microsoft Windows, OS X",N/A,Adventure,Idle Thumbs
Thomas Was Alone,"Microsoft Windows, OS X, PlayStation 3, PlayStation Vita, Linux, iOS, Android, Xbox One, PlayStation 4, Wii U",OS X,Puzzle-platformer,Mike Bithell (PC)
Tidalis,"Microsoft Windows, Mac OS, Linux",N/A,Match-three / Puzzle,N/A
Tiny Troopers,"iOS, Android, Windows, OS X, Windows Phone",2012,"Multidirectional shooter, shoot 'em up","Chillingo, Iceberg Interactive, Game Troopers[1]"
Titan Souls,"Microsoft Windows, OS X, PlayStation 4, PlayStation Vita, Android",OS X,Action-adventure,Devolver Digital
To the Moon,Microsoft Windows,2011,"Adventure, role-playing","Freebird Games (PC, OS X, Linux)"
ToCA Race Driver 3,"Microsoft Windows, PlayStation 2, Xbox, PlayStation Portable, OS X",Play,Racing,Codemasters
Toki Tori,"Game Boy Color, Android, Linux, iOS, OS X, WiiWare, OnLive, Windows, Windows Mobile, 3DS Virtual Console, PlayStation 3, Wii U eShop, Nintendo 3DS eShop",N/A,Platform/puzzle,"Two Tribes B.V., Capcom, AIM Productions, Chillingo,"
Toki Tori 2+,"Wii U, PlayStation 4, Microsoft Windows, OS X, Linux",2013,"Platform, puzzle, Metroidvania[2]",Two Tribes B.V.
Tom Clancy's Ghost Recon Future Soldier,"PlayStation 3, Xbox 360, Microsoft Windows",2012,Third-person shooter,Ubisoft
Tom Clancy's H.A.W.X.,"Xbox 360, PlayStation 3, Microsoft Windows, iOS, BlackBerry PlayBook, Palm Pre, Android, Symbian^3",2009,Combat flight simulator,Ubisoft
Tom Clancy's H.A.W.X. 2,Microsoft Windows,2010,Combat flight simulator,Ubisoft
Tom Clancy's Rainbow Six Siege,Microsoft Windows,2015,Tactical shooter,Ubisoft
Tom Clancy's Rainbow Six Vegas,"Microsoft Windows, PlayStation 3, PlayStation Portable, Xbox 360",2006,"Tactical shooter, first-person shooter",Ubisoft
Tom Clancy's Rainbow Six Vegas 2,"Microsoft Windows, PlayStation 3, Xbox 360",2008,"Tactical shooter, first-person shooter",Ubisoft
Tom Clancy's Splinter Cell Blacklist,Microsoft Windows,2013,"Action-adventure, stealth",Ubisoft
Tom Clancy's Splinter Cell Chaos Theory,Mobile,2005,Stealth,Ubisoft
Tom Clancy's Splinter Cell Double Agent,"GameCube, Microsoft Windows, PlayStation 2, PlayStation 3, Xbox, Xbox 360, Wii",2006,Stealth,Ubisoft
Tomb Raider Anniversary,"Microsoft Windows, PlayStation 2, PlayStation Portable, Xbox 360, Wii, Mobile, OS X, PlayStation 3",N/A,Action-adventure,Eidos Interactive[b]
Tomb Raider I,"Sega Saturn, MS-DOS, PlayStation, N-Gage, Microsoft Windows, iOS, Android, Macintosh[1]",N/A,"Action-adventure, puzzle-platform",Eidos Interactive
Tomb Raider Legend,"Microsoft Windows, PlayStation 2, Xbox, Xbox 360, PlayStation Portable, Game Boy Advance, Nintendo DS, GameCube, PlayStation 3, Shield Android TV",Play,Action-adventure,Eidos Interactive
Tomb Raider The Last Revelation,"PlayStation, Microsoft Windows, Dreamcast, Mac OS",N/A,Action-adventure,Eidos Interactive
Tomb Raider Underworld,OS X,N/A,Action-adventure,Eidos Interactive[b]
Tony Hawk's Pro Skater HD,"Xbox 360, PlayStation 3, Microsoft Windows",2012,Extreme sports,Activision
Torchlight II,"Microsoft Windows, OS X, Linux",2012,"Action role-playing, hack and slash",Runic Games
Toribash,"Microsoft Windows, OS X, Linux, Wii",2006,Fighting,Nicalis
Tower of Guns,"Linux, OS X, Microsoft Windows, PlayStation 3, PlayStation 4, Xbox One",2014,First-person shooter,N/A
TowerFall Ascension,"Android, PlayStation 4, Windows, Linux, OS X, PlayStation Vita, Xbox One, Nintendo Switch, Ouya",2013,Action,Matt Makes Games
Toybox Turbos,"Windows, PlayStation 3, Xbox 360",N/A,Racing,Codemasters Racing
Train Fever,"Microsoft Windows, OS X, Linux",N/A,Business simulation,Gambitious Digital Entertainment
Transformers Fall of Cybertron,Microsoft Windows,Play,Third-person shooter,Activision
Transformice,Cross-platform,2010,Platform game,Atelier 801
Tribes Ascend,Microsoft Windows,2012,First-person shooter,Hi-Rez Studios
Triple Town,"Amazon Kindle, Google+, Facebook, iOS, Android, Kindle Fire, Microsoft Windows,[2] Macintosh[2]",2010,Strategy,N/A
Tropico,"Xbox 360, Microsoft Windows, Mac OS X",2001,Construction and management simulation,Gathering of Developers (Windows)
Turok Dinosaur Hunter,"Nintendo 64, Microsoft Windows, Xbox One",1997,First-person shooter,Acclaim Entertainment
Twin Sector,Windows,2009,Action-adventure game,Got Game Entertainment
UFO Afterlight,Windows,2007,"Turn-based strategy
Real-time tactics",TopWare Interactive
UFO Aftermath,Windows,2003,Real-time strategy,"Cenega / Tri Synergy, Inc."
Uncharted Waters Online,"Windows, PlayStation 3, PlayStation 4",2010,MMORPG,"Netmarble→OGPlanet→Papaya Play (NA, EU)"
Unepic,"Linux, OS X, Microsoft Windows, Nintendo Switch, Wii U, PlayStation 4, PlayStation Vita, Xbox One",2011,"Platformer, role-playing, Metroidvania[3]",Ninagamers
Universe at War Earth Assault,"Microsoft Windows, Xbox 360",2007,Real-time strategy,Sega
Unmechanical,"Microsoft Windows, OS X, Linux, iOS, PlayStation 3, PlayStation 4, Xbox One",2015,Puzzle,Teotl Studios
Unreal Gold,"Microsoft Windows, Mac OS",N/A,First-person shooter,GT Interactive
Unreal Tournament Game of the Year Edition,"Microsoft Windows, Classic Mac OS, Linux, PlayStation 2, Dreamcast",1999,First-person shooter,GT Interactive Software (PC)
Unstoppable Gorg,Microsoft Windows,OS X,Tower defense,Headup Games (Germany)
Unturned,"Microsoft Windows, macOS, Linux",2017,Survival,Smartly Dressed Games
Urban Trial Freestyle,Nintendo 3DS,2013,Racing,Tate Interactive
Vampire The Masquerade - Bloodlines,Microsoft Windows,2004,Action role-playing,Activision
Vanguard Princess,"Microsoft Windows, Cloud (OnLive)",2009,Fighting,EigoMANGA
Victor Vran,"Microsoft Windows, OS X, Linux, PlayStation 4, Xbox One",OS X,Action role-playing,EuroVideo Medien
Victoria II,Microsoft Windows,2010,Grand strategy,Paradox Interactive[1]
Viking Battle for Asgard,"Xbox 360, PlayStation 3, Microsoft Windows",2008,"Action-adventure, hack and slash",Sega
Vindictus,Microsoft Windows,N/A,Action MMORPG,Nexon
Viridi,"iOS, Android, Mac OS X, Microsoft Windows",2015,Simulation,Ice Water Games
Viscera Cleanup Detail,Microsoft Windows,N/A,Simulation,RuneStorm
Void Destroyer,Microsoft Windows,2015,Real-time strategy Space combat,N/A
Volgarr the Viking,"Windows, OS X, Linux, Xbox One, PlayStation 4, PlayStation Vita, Wii U, Nintendo Switch",OS X,Action platformer,Adult Swim Games (PC)
WAKFU,"Linux,[1] macOS,[1] Windows[1]",2012,Fantasy MMORPG,Ankama Games
WRC 5,Microsoft Windows,N/A,Racing,Bigben Interactive
Waking Mars,Microsoft Windows,N/A,"Graphic Adventure
Platform-adventure, Metroidvania[5]",N/A
War of the Vikings,"Microsoft Windows, PlayStation 4",N/A,"Action, hack and slash",Paradox Interactive
Warface,"Microsoft Windows, Xbox 360[1]",2013,First-person shooter,Crytek
Warframe,"Microsoft Windows, PlayStation 4, Xbox One",2013,Third-person shooter,Digital Extremes
Wargame European Escalation,"Microsoft Windows, Mac OS X, Linux, Cloud (OnLive)",2012,Real-time tactics,Focus Home Interactive
Wasteland Angel,Microsoft Windows,2011,"Vehicular combat
Shoot 'em up",Meridian4
Watch_Dogs,Microsoft Windows,N/A,Action-adventure,Ubisoft
Wildlife Park 2,Microsoft Windows,2003,Construction and Management Sim,Deep Silver
Windosill,"Microsoft Windows, OS X, Linux, browser, iOS",OS X,Puzzle,Vectorpark
Wings of Prey,PlayStation 3,Play,Combat flight simulator,"PlayStation 3, Xbox 360"
Wizardry 8,Microsoft Windows,2001,Role-playing video game,Sir-Tech
Wizardry Online,Microsoft Windows,N/A,Massively multiplayer online role-playing game,Sony Online Entertainment
Wizorb,"Microsoft Windows, Xbox 360, PlayStation 3, Linux, OS X, iOS",2011,Breakout clone,Tribute Games
Wolfenstein The New Order,Microsoft Windows,N/A,"First-person shooter, action-adventure",Bethesda Softworks
Worms Clan Wars,"Windows, Mac OS X, Linux",N/A,"Artillery, strategy",Team17
Worms Crazy Golf,"PC, Mac, iOS, PlayStation 3",N/A,Sports (Golf),Team17
Worms Revolution,"PlayStation 3, PlayStation Vita, Windows, Xbox 360, OS X",Play,"Artillery, Strategy",Team17
Worms Ultimate Mayhem,"Microsoft Windows, Xbox 360, PlayStation 3",2011,"Artillery, strategy",N/A
X-COM UFO Defense,"Amiga, Amiga CD32, MS-DOS, PlayStation, Windows",1995,"Strategy game, turn-based tactics",NA / EU: MicroProse
X-Tension,Windows,1999,Simulation,THQ
X2 The Threat,"Linux, Mac OS X, Windows",2003,Space simulation,EU: Deep Silver
X3 Reunion,"Linux, Mac OS X, Windows",2005,Space simulation,EU: Deep Silver
X3 Terran Conflict,"Microsoft Windows, Mac OS X, Linux",N/A,Space trading and combat simulator,Deep Silver
Xeodrifter,Microsoft Windows,2014,Metroidvania,Renegade Kid
Year Walk,"iOS, OS X, Microsoft Windows, Wii U",N/A,Adventure,Simogo
Yosumin!,"Nintendo DS, Xbox Live Arcade, Steam",2007,Puzzle video game,Square Enix
Ys I,"PC-8801, X1, PC-9801, FM-7, MSX2, Famicom, Master System, MS-DOS, Apple IIGS, X68000",1987,Action role-playing,Nihon Falcom
Ys Origin,"Microsoft Windows, PlayStation 4, PlayStation Vita",2006,Action role-playing,JP: Nihon Falcom
Zack Zero,"PlayStation 3, Microsoft Windows",2012,Platform-adventure,Crocodile Entertainment
Zen Bound 2,"iOS, Maemo, OS X, Linux, Windows, Android",2009,Puzzle,Chillingo Ltd
Zeno Clash,Microsoft Windows,N/A,"Beat 'em up, first-person shooter",Microsoft Windows
Zeno Clash 2,"Microsoft Windows, PlayStation 3, Xbox 360",N/A,"Action role-playing, beat 'em up",Atlus
Zero Gear,Microsoft Windows,2010,Racing,NimbleBit
Zombie Driver,Microsoft Windows,2009,Vehicular combat,Exor Studios
Zuma's Revenge,Microsoft Windows,2009,Puzzle,PopCap Games
rFactor,Microsoft Windows,2005,Racing simulation,Self published by Image Space Incorporated
rFactor 2,Microsoft Windows,N/A,Racing simulation,Image Space Incorporated
realMyst,"Mac OS, Saturn, PlayStation, 3DO, Microsoft Windows, Atari Jaguar CD, CD-i, AmigaOS, PlayStation Portable, Nintendo DS, iOS, Nintendo 3DS, Android",1993,"Graphic adventure, puzzle",Brøderbund
rymdkapsel,"PlayStation Mobile, PlayStation Vita, iOS, Android, Microsoft Windows, OS X, Linux",2013,Real-time strategy,Grapefrukt[1]
the static speaks my name,"Microsoft Windows, OS X, Linux",N/A,Psychological horror,N/A
theHunter,Microsoft Windows,N/A,First-person hunting,Emote Games
